web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1549822785-1117","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Book Reader","Must read book for todays generation","3 October 2016","A very useful book explaining the importance of concentration and depth in work","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews"
"1549822656-1037","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","A most useful book","24 March 2018","This book is, arguably, the most useful self help book that I’ve read till now. As a medical doctor, who will be receiving his masters in a couple of months, I can see myself, consciously, adopting the deep work ethic into the long academic career that lies ahead for me.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1549822617-987","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Master the art of going deep with Cal Newport","21 January 2018","Deep work is that when you are focused and  free from distractions and produce quality work.
Shallow work is when you get easily distracted and are desperate to kill boredom.(binging on social media and internet).
It forces the point that you don’t need to work relentlessly to produce quality results if you master the art of going deep and get your work done in less time if you choose quality over quantity.
The book gives you practical examples to  eliminate
the shallows (addiction of social media ) and master the art of going deep.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549822899-1214","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","jrmash","Five Stars","28 April 2016","Very useful tips and techniques !","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews"
"1549822647-1029","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","road","An amazing read","26 July 2018","I thoroughly enjoyed reading the book. Ironically, as it is, I spent most of the time reading and grasping the contents of the book in the deep state.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1549822855-1172","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Prashant k Jagtap","Five Stars","9 December 2017","Excellent","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews"
"1549822609-980","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Vikram","A Practical handbook to get rid of distractions !!","13 September 2018","I have read many books on this subject. Cal Newport, the author , has justified every bit of reasons for going into "" DEEP WORK "". Newport has smartly handled different schools of thoughts to address a very common problem of distraction and he also mentioned various reasons and solutions to manage this problem, whether you are a professional or a student.He could finish the book well within 200 pages but he added few repetitive messages using various examples to justify his stance. I have given 4/5 because of this reason only, otherwise its complete and interesting book to read on this topic.","4.0 out of 5 stars","",""
"1549822730-1070","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","AK","Nice book to understand the value of Deep work","15 December 2018","Nice book to understand the value of Deep work","3.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
"1549822787-1127","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Anshu","Awesome....","26 December 2018","Quality book","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews"
"1549822848-1159","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Omar Mohammad","Changed the way I approach my work.","23 September 2017","Excellent Read","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews"
"1549822636-1006","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Rohit Pandharkar","Very important book. This book can transform the amount ...","26 November 2017","Very important book. This book can transform the amount of work you can produce in your lifetime and also be a gamechanger in defining whether you ""make or break"" in extreme-professional-success.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549822776-1108","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","ashaq hussain","Worth reading","10 January 2019","A must read for productivity.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1549822927-1246","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Ashutosh Chaturvedi","Rethink Work","30 September 2016","Huge fan of Cal Newport and his writing. For those who aren't aware- please do yourself a favor and visit his blog. The book made a huge impression on me and made me rethink my focus on work. Although the distractions are all around, but the perspective in this book makes me think of focusing on deep work.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews"
"1549822617-986","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Aman Alam","A great revision about focussed work","25 January 2019","In essence, I knew that too much distraction from various source is the thing I need to eliminate, but this books gives so many convincing arguments about it, that you realize the importance and value of it, of deep work. It also tells you a good amount of tips and tricks using which you can get back to the habit of putting undivided attention towards things that are really important.
In the back of my mind, somehow all these tips and tricks were always there, but reading through this book, reading it's details, convinces me with a much stronger force to formalize these tricks and practice them.

Highly recommended","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549822668-1044","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Jose victor","Great book. indeed an eye opener","11 October 2017","Great book. indeed an eye opener. For sure this is for those who want to live a meaningful impactful rareful life.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1549822896-1208","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","GD","Learn how to Do the Deep Work to gain an edge in today's world","22 April 2016","The distraction has become the nemesis of all knowledge workers and students due to plethora of distracting social media technologies and apps and news sites and blogs etc. The author has credentials to write on this topic as he is Phd and now professor and serious researcher in university. His job demands serious ideas and content generation. Something he can do only if he devotes serious amount of time and attention to the task.
The author has first posited his argument of why deep work is essential for success in today's winner takes all knowledge economy. Having set the context he then proceeds to deliberate various ideas for carving out chunks of time where you can do serious work. He also suggests ways you can optimize your non working time like walking for lunch etc. His ideas and explanation for scheduling a day into chunks for deep work and shallow work is very useful. Unless you make a schedule and assign slots for serious deep work you are going to emails and whats app again and again. Unfortunately out modern corporate are not conducive for such  serious deep work. Open offices, constant chatter around you, phones ringing,  stream of useless meetings, conf calls, people just barging in, manager calling you to send some data or report for his equally useless review call. For these people this book is not going to help much.
But if you work on your own or own a business then this is the book for you. Apply the methods suggested and gain benefits. Actually most of what he says is commonsense. But a common sense is not common anymore and that is why we see and need such self help books.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews"
"1549822835-1140","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Rukhsana Begum","Helped me","4 November 2018","Helped me gain focus and prepare strategies for my board exams","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews"
"1549822838-1150","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Abhishek","Fantastic book. It literally changed my perspective","13 March 2018","Fantastic book.
It literally changed my perspective!","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews"
"1549822626-1002","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","sree nandhan","I strongly recommend this book for student","20 March 2018","I strongly recommend this book for student, and all those people who r struggling to establish themselves towards a goal
 Untill now I have only completed few introduction of this book, yet it has a huge impact on me. Now I have decided not to use any distracted electronic devices and SOCIAL MEDIA☠️. For the past times it was hard for me to even think abt it but now this book serves as a strong entity to  push me forward. Do read this book, it is written a comman man's language.

Thanks to amazon for their timely service","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"1549822787-1129","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Mohsin","Dry","16 November 2018","Writing style is very dry","2.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews"
"1549822738-1078","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","MANOJ","Good read","15 November 2018","Good read","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1549822643-1019","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Productivity tonic","21 September 2018","The way author convinces his point is very practical and elusive. I really agree to all his strategies they are too useful.. Our mind doesn't take a decision until the benefits out of action dominates boredom. He legimitises reasons to take best decision.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549822656-1041","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Rohith","For aspiring achievers","10 August 2017","If you want to take control over life and achieve something that only 5% of this world can achieve, you should definitely read this book .","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews"
"1549822776-1104","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Nice Book","18 November 2018","Love to read such inspirational books","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1549822887-1201","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Gopiraj","Five Stars","7 June 2016","Good book for Self Improvment","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews"
"1549822609-975","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","RAHUL SHAH","Book of Relevance","21 December 2017","This is a book of relevance.In today times and time to come,tendency of mankind to easily loose focus ,concentration on account devoting more than required time to social media is well brought up in the book.The author has given some really nice insight into how to concentrate and allow yourself some deep work which always is much more rewarding and satisfying than spending the time resource to shallow work. In order to be successful in tomorrow's world,one would need some special skills which to acquire will require DEEP WORK,because mediocre  , shallow work  ,machine-Artificial Intelligence will do.MUST READ.
One of the best book READ in recent times.","5.0 out of 5 stars","",""
"1549822899-1218","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Add","A must for the new workculture","12 November 2018","It states three important perimeter to be done
1. Note the time you spend distraction free i.e. without whats app and e mails
2. Think on problems while walking or commuting
3. Ruthelessly cut down time consuming low value taks","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews"
"1549822848-1161","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Sumod","highly researched book","28 October 2018","highly researched book","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews"
"1549822617-992","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Chetan Singh","Title justified!","20 September 2018","Little changes forming a habit and then eventually teaching you focus.  The title of the book caught my attention and I fell in love with this book. Anyone who seems lost should read this book to understand what should be done in this day and age to stay on track  and get things done.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549822866-1188","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Yogesh","Sounds like nostalgia for people when they didn't had computer and since they have one.","31 May 2018","When I was in school, I didn't had a computer and used to study math and physics intensely. Ever since getting computer, internet and smart phone, I can correlate that distractions increase and attention span decreases. Book has many valid points that deep work is much better than distracted work and much needed in today's environment.

Having said that, part 1 seems to have some pitfalls as Author negates other things like collaboration etc with a bias.","3.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews"
"1549822916-1238","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Kishore Prakash","Best that the money can buy","16 March 2018","I absolutely loved this book. I'm the distracted world that we live now, this book comes as a big gift to reinstate the importance of deep focus needed in our jobs... A major eye opener on important aspects that help you eliminate shallows in life and career... Without just being preachy, the book also hands out useful approaches and tactics to implement such deep work in day to day life... In all, this is the best value money can buy... Recommend it for all knowledge workers...","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews"
"1549822838-1148","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","asit misra","Must read book before you die.","18 July 2016","This book is a must read for anyone who feels low in their career. It opens your thought process and revitalises you.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews"
"1549822887-1199","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","The authour is very boring & repetitive","26 November 2017","Too much cost for nothing. I have read books for quite long time and also i finish every book i started ever, but this one👎 . The authour is very boring & repetitive, can't even gain my impressn till 100th page . Noth worth reading","2.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews"
"1549822916-1240","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Souvik Kundu","Subtle psychology we tend to ignore in our everyday life.","18 March 2016","This is an excellent book. Great ideas and the author makes his case very well. Most of what he's saying is true and so subtle that we don't really think about it nor take seriously at all, which I think is a bit self-destructive. If you'd like to how our focused mind works and what  a focused mind can produce and deliver that makes a huge difference in reality, then please read this book.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews"
"1549822866-1184","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","padmapriyadarshini","Book for new age ! Can't thank enough","8 December 2017","Having read various books on self improvement , I find ideas from deep work to be highly useful than any other book that I have ever read. I purchased this book after watching his ted talk. I can't thank this guy enough for really bringing things to limelight about how technology is making us addictive. This book has the most impact on me in terms of productivity. I am able to notice a difference in my attitude ever since I started to read this book. His ideas are very convincing and most of all it serves the purpose. Deep work is all that we need !
Love it","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews"
"1549822945-1253","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Adwait","It makes so much sense!","24 August 2017","Practical, pragmatic & full of insights coming from personal experience as well as famous personalities. Anybody expecting to fair well in  this highly distracted word this is very useful. I will keep revisiting!","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews"
"1549822696-1062","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Not much tips on focusing. The writer is more ...","4 March 2018","Not much tips on focusing. The writer is more keen on showing his knowledge rather than going with the title of the book..","2.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1549822899-1213","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","arz","A shallow Book on Deep Work. Old wine in new bottle.","18 November 2018","Here is the summary: Deep Work is nothing but fancy name for distraction free work. You need to work in distraction free environment if you want to focus.

You don't need to read whole book.","2.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews"
"1549822848-1154","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","MushakRaj Solutions Pvt Ltd","Repetative thought","28 November 2018","Totally disappointed by book.","2.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews"
"1549822838-1146","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","harjeshwar","Superb book","19 October 2016","A superb book for anyone struggling to live  a focussed ,productive life in a world full of distraction,temptation and shallowness .","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews"
"1549822647-1026","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Ravi Shankar","Very good Book highly Recommended","11 December 2018","This is a good book first half is little bit boring
but second half is outstanding chicken soup for the outstanding performance","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1549822643-1021","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Irfan","It was interesting as there were examples of people applying many different methods to achieve good results in their professions","20 July 2017","This book gives many practical examples to train your mind.It was interesting as there were examples of people applying many different methods to achieve good results in their professions.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549822989-1272","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","hellboeydcruz","awesome","14 January 2018","Very helpful it really changed my way of working.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews"
"1549822887-1202","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Very average. Probably because i hear a lot of podcasts. Same points.","27 April 2018","Nothing new.
Have covered all points earlier
Hypothesis too long for my liking.
Deep work I an interesting word. 1","1.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews"
"1549822855-1170","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","arupparna sengupta","Five Stars","29 September 2017","Really good","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews"
"1549822858-1179","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Sandeep","I realised that this book was not that great at all","22 April 2017","Having read a couple of chapters of this book. I realised that this book was not that great at all. This book is good for someone who needs a self help kind of a approach or if you are in stage in you life where you need a lot of advice, However if you are in a stage in your life where you had gathered some experience then this book has no value. The author has basically collected a set of anecdotal reference from several places and put it together, in the form of a book. His research are not solid and they simply cross reference several individuals in a way that they palaver to his thinking. It creates not connect to the read and at time feels like cacophony of idea put together to say a simple thing. This look is a mere figment of imagination of the author. The author himself is a research scientist and just juxtaposes his working style on the life style of people. This book can seriously damage thinking of a young impressionable,  adult who will believe that this use case applies in all areas of life but it doesn't. If you have Business, a job or other areas of work then following this book is chore you wouldn't want to add to your lifestyle. We all know the influence of social media but social media is important when used properly.","2.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews"
"1549822785-1120","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Sonu Kumar Singh","A good book to read which gives you insight to become focused in a distracted world.","27 December 2016","A good book to read which gives you insight to become focused in a distracted world. If successfully implemented can increase productivity.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews"
